Name,Age,Participant,Utterance,TokenisedUtt,TokenisedUttLower,TokenisedUttNoPunct,UttLen,UtterancesCyrillic,TokenisedUttCyr,UtterancesCyrillicCleaned,UtterancesCyrillicCleanedNormalised,berkeley_parse
ALE,1;01.29,ALE,xxx .,['.'],['.'],[],0,Xxx .,[],Xxx .,Xxx .,( (ROOT (S (N (name Xxx)) (pt .))) )
ALE,1;01.29,VEL,Ela mama da ti dade dzhidzhito ?,"['Ela', 'mama', 'da', 'ti', 'dade', 'dzhidzhito', '?']","['ela', 'mama', 'da', 'ti', 'dade', 'dzhidzhito', '?']","['ela', 'mama', 'da', 'ti', 'dade', 'dzhidzhito']",6,Ела мама да ти даде джиджито ?,"['ела', 'мама', 'да', 'ти', 'даде', 'джиджито']",Ела мама да ти даде джиджито ?,Ела мама да ти даде джиджито ?,( (ROOT (S (VPC (V (Vpiiz Ела)) (NPA (N (Ncfsi мама)) (CLDA (VPC (V (T (Tx да)) (Pron (Ppetds2 ти)) (V (Vpptf даде))) (N (Ncmsh джиджито)))))) (pt ?))) )
ALE,1;01.29,DIM,dzak !,"['dzak', '!']","['dzak', '!']",['dzak'],1,Дзак !,['дзак'],Дзак !,Дзак !,( (ROOT (S (V (Vpitz Дзак)) (pt !))) )
ALE,1;01.29,DIM,"Ela, ela, tate, tuka .","['Ela', ',', 'ela', ',', 'tate', ',', 'tuka', '.']","['ela', ',', 'ela', ',', 'tate', ',', 'tuka', '.']","['ela', 'ela', 'tate', 'tuka']",4,"Ела, ела, тате, тука .","['ела', 'ела', 'тате', 'тука']","Ела , ела , тате , тука .","Ела , ела , тате , тука .","( (S (VPS (N (name ""Ела)) (pt ,) (V (Vpiiz ела)) (pt ,) (NPA (CoordP (ConjArg (A (Amsi тате))) (Conj (pt ,)) (ConjArg (Adv (Pdl тука)))) (N (Ncmsi .""))))) )"
ALE,1;01.29,DIM,ajde dzak !,"['ajde', 'dzak', '!']","['ajde', 'dzak', '!']","['ajde', 'dzak']",2,Айде дзак !,"['айде', 'дзак']",Айде дзак !,Айде дзак !,( (ROOT (S (AdvPA (Adv (Dm Айде)) (Adv (Dm дзак))) (pt !))) )
ALE,1;01.29,VEL,dzaak !,"['dzaak', '!']","['dzaak', '!']",['dzaak'],1,Дзаак !,['дзаак'],Дзаак !,Дзаак !,( (ROOT (S (V (Vpitz Дзаак)) (pt !))) )
ALE,1;01.29,ALE,na !,"['na', '!']","['na', '!']",['na'],1,На !,['на'],На !,На !,( (S (PP (Prep (R На)) (NPA (pt !)))) )
ALE,1;01.29,VEL,davash na tati li ?,"['davash', 'na', 'tati', 'li', '?']","['davash', 'na', 'tati', 'li', '?']","['davash', 'na', 'tati', 'li']",4,Даваш на тати ли ?,"['даваш', 'на', 'тати', 'ли']",Даваш на тати ли ?,Даваш на тати ли ?,( (ROOT (S (VPC (V (Vpiif Даваш)) (PP (Prep (R на)) (N (N (Ncmpd тати)) (T (Ti ли))))) (pt ?))) )
ALE,1;01.29,ALE,mersi !,"['mersi', '!']","['mersi', '!']",['mersi'],1,Мерси !,['мерси'],Мерси !,Мерси !,( (ROOT (S (V (Vpitz Мерси)) (pt !))) )
ALE,1;01.29,VEL,daj na mama !,"['daj', 'na', 'mama', '!']","['daj', 'na', 'mama', '!']","['daj', 'na', 'mama']",3,Дай на мама !,"['дай', 'на', 'мама']",Дай на мама !,Дай на мама !,( (ROOT (S (VPC (V (Vpptz Дай)) (PP (Prep (R на)) (N (Ncfsi мама)))) (pt !))) )
ALE,1;01.29,VEL,daj !,"['daj', '!']","['daj', '!']",['daj'],1,Дай !,['дай'],Дай !,Дай !,( (ROOT (S (V (Vpptz Дай)) (pt !))) )
ALE,1;01.29,DIM,mersi !,"['mersi', '!']","['mersi', '!']",['mersi'],1,Мерси !,['мерси'],Мерси !,Мерси !,( (ROOT (S (V (Vpitz Мерси)) (pt !))) )
ALE,1;01.29,VEL,"iskash li na tpru, tpru-tpru ?","['iskash', 'li', 'na', 'tpru', ',', 'tpru-tpru', '?']","['iskash', 'li', 'na', 'tpru', ',', 'tpru-tpru', '?']","['iskash', 'li', 'na', 'tpru', 'tpru-tpru']",5,"Искаш ли на тпру, тпру-тпру ?","['искаш', 'ли', 'на', 'тпру', 'тпру-тпру']","Искаш ли на тпру , тпру-тпру ?","Искаш ли на тпру , тпру-тпру ?","( (S (VPS (H (H (name ""Искаш)) (T (Ti ли))) (VPC (PP (Prep (R на)) (NPA (CoordP (ConjArg (A (Amsi тпру))) (Conj (pt ,)) (ConjArg (A (Amsi тпру-тпру)))) (N (Ncmsi ?""))))))) )"
ALE,1;01.29,ALE,tpru .,"['tpru', '.']","['tpru', '.']",['tpru'],1,Тпру .,['тпру'],Тпру .,Тпру .,( (ROOT (S (N (name Тпру)) (pt .))) )
ALE,1;01.29,VEL,iskash li ?,"['iskash', 'li', '?']","['iskash', 'li', '?']","['iskash', 'li']",2,Искаш ли ?,"['искаш', 'ли']",Искаш ли ?,Искаш ли ?,( (ROOT (S (V (V (Vpitf Искаш)) (T (Ti ли))) (pt ?))) )
ALE,1;01.29,ALE,y-y-y .,"['y-y-y', '.']","['y-y-y', '.']",['y-y-y'],1,Ъ-ъ-ъ .,['ъ-ъ-ъ'],Ъ-ъ-ъ .,Ъ-ъ-ъ .,( (ROOT (S (VPC (N (Ncmsf Ъ-ъ-ъ))) (pt .))) )
ALE,1;01.29,VEL,iskash li ?,"['iskash', 'li', '?']","['iskash', 'li', '?']","['iskash', 'li']",2,Искаш ли ?,"['искаш', 'ли']",Искаш ли ?,Искаш ли ?,( (ROOT (S (V (V (Vpitf Искаш)) (T (Ti ли))) (pt ?))) )
ALE,1;01.29,VEL,na !,"['na', '!']","['na', '!']",['na'],1,На !,['на'],На !,На !,( (S (PP (Prep (R На)) (NPA (pt !)))) )
ALE,1;01.29,ALE,ne shte !,"['ne', 'shte', '!']","['ne', 'shte', '!']","['ne', 'shte']",2,Не ще !,"['не', 'ще']",Не ще !,Не ще !,( (ROOT (S (V (T (Tn Не)) (V (Vpitf ще))) (pt !))) )
ALE,1;01.29,VEL,daj na mama !,"['daj', 'na', 'mama', '!']","['daj', 'na', 'mama', '!']","['daj', 'na', 'mama']",3,Дай на мама !,"['дай', 'на', 'мама']",Дай на мама !,Дай на мама !,( (ROOT (S (VPC (V (Vpptz Дай)) (PP (Prep (R на)) (N (Ncfsi мама)))) (pt !))) )
ALE,1;01.29,VEL,daj na mama da pie !,"['daj', 'na', 'mama', 'da', 'pie', '!']","['daj', 'na', 'mama', 'da', 'pie', '!']","['daj', 'na', 'mama', 'da', 'pie']",5,Дай на мама да пие !,"['дай', 'на', 'мама', 'да', 'пие']",Дай на мама да пие !,Дай на мама да пие !,( (ROOT (S (VPC (V (Vpptz Дай)) (PP (Prep (R на)) (N (Ncfsi мама))) (CLDA (V (T (Tx да)) (V (Vpitf пие))))) (pt !))) )
ALE,1;01.29,ALE,pate !,"['pate', '!']","['pate', '!']",['pate'],1,Пате !,['пате'],Пате !,Пате !,( (ROOT (S (V (Vpitz Пате)) (pt !))) )
ALE,1;01.29,VEL,kakvo mamo ?,"['kakvo', 'mamo', '?']","['kakvo', 'mamo', '?']","['kakvo', 'mamo']",2,Какво мамо ?,"['какво', 'мамо']",Какво мамо ?,Какво мамо ?,( (ROOT (S (VPC (A (Pia Какво)) (V (Vpptf мамо))) (pt ?))) )
ALE,1;01.29,ALE,dzaak .,"['dzaak', '.']","['dzaak', '.']",['dzaak'],1,Дзаак .,['дзаак'],Дзаак .,Дзаак .,( (ROOT (S (N (name Дзаак)) (pt .))) )
ALE,1;01.29,VEL,ajde da miem deteto !,"['ajde', 'da', 'miem', 'deteto', '!']","['ajde', 'da', 'miem', 'deteto', '!']","['ajde', 'da', 'miem', 'deteto']",4,Айде да мием детето !,"['айде', 'да', 'мием', 'детето']",Айде да мием детето !,Айде да мием детето !,( (ROOT (S (VPA (Adv (Pil Айде)) (VPC (V (T (Tx да)) (V (Vpptf мием))) (N (Ncnsd детето)))) (pt !))) )
ALE,1;01.29,VEL,mij-mij !,"['mij-mij', '!']","['mij-mij', '!']",['mij-mij'],1,Мий-мий !,['мий-мий'],Мий-мий !,Мий-мий !,( (ROOT (S (VPC (A (Amsi Мий-мий))) (pt !))) )
ALE,1;01.29,VEL,shi mijm li deteto ?,"['shi', 'mijm', 'li', 'deteto', '?']","['shi', 'mijm', 'li', 'deteto', '?']","['shi', 'mijm', 'li', 'deteto']",4,Ши мийм ли детето ?,"['ши', 'мийм', 'ли', 'детето']",Ши мийм ли детето ?,Ши мийм ли детето ?,( (ROOT (S (VPA (Adv (Pil Ши)) (VPC (V (V (Vpitf мийм)) (T (Ti ли))) (N (Ncnsd детето)))) (pt ?))) )
ALE,1;01.29,ALE,ej tam !,"['ej', 'tam', '!']","['ej', 'tam', '!']","['ej', 'tam']",2,Ей там !,"['ей', 'там']",Ей там !,Ей там !,( (ROOT (S (T (Te Ей)) (Adv (Pdl там)) (pt !))) )
ALE,1;01.29,VEL,ej tam kakvo ima ?,"['ej', 'tam', 'kakvo', 'ima', '?']","['ej', 'tam', 'kakvo', 'ima', '?']","['ej', 'tam', 'kakvo', 'ima']",4,Ей там какво има ?,"['ей', 'там', 'какво', 'има']",Ей там какво има ?,Ей там какво има ?,( (ROOT (S (T (Te Ей)) (VPA (Adv (Pdl там)) (VPC (A (Pia какво)) (V (Vnitf има)))) (pt ?))) )
ALE,1;01.29,VEL,daj go !,"['daj', 'go', '!']","['daj', 'go', '!']","['daj', 'go']",2,Дай го !,"['дай', 'го']",Дай го !,Дай го !,( (ROOT (S (V (V (Vpptz Дай)) (Pron (Ppetas3m го))) (pt !))) )
ALE,1;01.29,ALE,tati .,"['tati', '.']","['tati', '.']",['tati'],1,Тати .,['тати'],Тати .,Тати .,( (ROOT (S (N (name Тати)) (pt .))) )
ALE,1;01.29,VEL,skaraj se na tati !,"['skaraj', 'se', 'na', 'tati', '!']","['skaraj', 'se', 'na', 'tati', '!']","['skaraj', 'se', 'na', 'tati']",4,Скарай се на тати !,"['скарай', 'се', 'на', 'тати']",Скарай се на тати !,Скарай се на тати !,( (ROOT (S (VPC (V (V (Vpptz Скарай)) (Pron (Ppxta се))) (PP (Prep (R на)) (N (Ncmsh тати)))) (pt !))) )
ALE,1;01.29,ALE,a-be !,"['a-be', '!']","['a-be', '!']",['a-be'],1,А-бе !,['а-бе'],А-бе !,А-бе !,( (ROOT (S (VPC (A (Amsi А-бе))) (pt !))) )
ALE,1;01.29,ALE,dzak .,"['dzak', '.']","['dzak', '.']",['dzak'],1,Дзак .,['дзак'],Дзак .,Дзак .,( (ROOT (S (N (name Дзак)) (pt .))) )
ALE,1;01.29,VEL,skaraj se na mama !,"['skaraj', 'se', 'na', 'mama', '!']","['skaraj', 'se', 'na', 'mama', '!']","['skaraj', 'se', 'na', 'mama']",4,Скарай се на мама !,"['скарай', 'се', 'на', 'мама']",Скарай се на мама !,Скарай се на мама !,( (ROOT (S (VPC (V (V (Vpptz Скарай)) (Pron (Ppxta се))) (PP (Prep (R на)) (N (Ncfsi мама)))) (pt !))) )
ALE,1;01.29,ALE,dzak .,"['dzak', '.']","['dzak', '.']",['dzak'],1,Дзак .,['дзак'],Дзак .,Дзак .,( (ROOT (S (N (name Дзак)) (pt .))) )
ALE,1;01.29,VEL,bij mama det ne slusha !,"['bij', 'mama', 'det', 'ne', 'slusha', '!']","['bij', 'mama', 'det', 'ne', 'slusha', '!']","['bij', 'mama', 'det', 'ne', 'slusha']",5,Бий мама дет не слуша !,"['бий', 'мама', 'дет', 'не', 'слуша']",Бий мама дет не слуша !,Бий мама дет не слуша !,( (ROOT (S (VPS (NPA (A (Afsd Бий)) (N (Ncfsi мама))) (Adv (Dm дет)) (V (T (Tn не)) (V (Vpitf слуша)))) (pt !))) )
ALE,1;01.29,ALE,na !,"['na', '!']","['na', '!']",['na'],1,На !,['на'],На !,На !,( (S (PP (Prep (R На)) (NPA (pt !)))) )
ALE,1;01.29,VEL,milvaj mama sega !,"['milvaj', 'mama', 'sega', '!']","['milvaj', 'mama', 'sega', '!']","['milvaj', 'mama', 'sega']",3,Милвай мама сега !,"['милвай', 'мама', 'сега']",Милвай мама сега !,Милвай мама сега !,( (ROOT (S (VPA (VPS (V (Vpitz Милвай)) (N (Ncfsi мама))) (Adv (Dt сега))) (pt !))) )
ALE,1;01.29,ALE,o-o-o !,"['o-o-o', '!']","['o-o-o', '!']",['o-o-o'],1,О-о-о !,['о-о-о'],О-о-о !,О-о-о !,( (ROOT (S (VPC (A (Amsi О-о-о))) (pt !))) )
ALE,1;01.29,VEL,cunkaj mama !,"['cunkaj', 'mama', '!']","['cunkaj', 'mama', '!']","['cunkaj', 'mama']",2,Цункай мама !,"['цункай', 'мама']",Цункай мама !,Цункай мама !,( (ROOT (S (VPS (V (Vpitz Цункай)) (N (Ncfsi мама))) (pt !))) )
ALE,1;01.29,ALE,my !,"['my', '!']","['my', '!']",['my'],1,Мъ !,['мъ'],Мъ !,Мъ !,( (ROOT (S (V (Vpitz Мъ)) (pt !))) )
ALE,1;01.29,VEL,"buba lazi, buba lazi .","['buba', 'lazi', ',', 'buba', 'lazi', '.']","['buba', 'lazi', ',', 'buba', 'lazi', '.']","['buba', 'lazi', 'buba', 'lazi']",4,"Буба лази, буба лази .","['буба', 'лази', 'буба', 'лази']","Буба лази , буба лази .","Буба лази , буба лази .","( (S (VPS (NPA (N (name ""Буба)) (N (Ncfsi лази)) (pt ,)) (VPC (V (Vpitf буба)) (NPA (A лази) (N (Ncmpi ."")))))) )"
ALE,1;01.29,ALE,++ bubabuba .,"['bubabuba', '.']","['bubabuba', '.']",['bubabuba'],1,++ бубабуба .,['бубабуба'],бубабуба .,бубабуба .,( (ROOT (S (V (Vpitf бубабуба)) (pt .))) )
ALE,1;01.29,VEL,"buba lazi, buba lazi .","['buba', 'lazi', ',', 'buba', 'lazi', '.']","['buba', 'lazi', ',', 'buba', 'lazi', '.']","['buba', 'lazi', 'buba', 'lazi']",4,"Буба лази, буба лази .","['буба', 'лази', 'буба', 'лази']","Буба лази , буба лази .","Буба лази , буба лази .","( (S (VPS (NPA (N (name ""Буба)) (N (Ncfsi лази)) (pt ,)) (VPC (V (Vpitf буба)) (NPA (A лази) (N (Ncmpi ."")))))) )"
ALE,1;01.29,ALE,ne .,"['ne', '.']","['ne', '.']",['ne'],1,Не .,['не'],Не .,Не .,( (ROOT (S (T (Tn Не)) (pt .))) )
ALE,1;01.29,DIM,"sashe, kyde e pypa, tate ?","['sashe', ',', 'kyde', 'e', 'pypa', ',', 'tate', '?']","['sashe', ',', 'kyde', 'e', 'pypa', ',', 'tate', '?']","['sashe', 'kyde', 'e', 'pypa', 'tate']",5,"Саше, къде е пъпа, тате ?","['саше', 'къде', 'е', 'пъпа', 'тате']","Саше , къде е пъпа , тате ?","Саше , къде е пъпа , тате ?","( (S (VPS (N (name ""Саше)) (pt ,) (VPC (Adv (Pil къде)) (V (Vxitf е))) (NPA (N (Ncmsh пъпа)) (APC (pt ,) (Participle (Vpptcao тате)) (M (Mc ?"")))))) )"
ALE,1;01.29,VEL,"a-a, nema go pypa !","['a-a', ',', 'nema', 'go', 'pypa', '!']","['a-a', ',', 'nema', 'go', 'pypa', '!']","['a-a', 'nema', 'go', 'pypa']",4,"А-а, нема го пъпа !","['а-а', 'нема', 'го', 'пъпа']","А-а , нема го пъпа !","А-а , нема го пъпа !","( (S (VPS (NPA (abbr ""А-а)) (VPC (NPA (pt ,) (APA (Participle (Vpitcar нема)) (Pron (Ppetas3m го))) (NPA (N (Ncmsh пъпа)) (H (name !""))))))) )"
ALE,1;01.29,ALE,pyche [: pypche] .,"['pypche', '.']","['pypche', '.']",['pypche'],1,Пъче [: пъпче] .,"['пъче', 'пъпче']",Пъче .,пъпче .,( (ROOT (S (V (Vpitf пъпче)) (pt .))) )
ALE,1;01.29,VEL,kyde e guceto grux-grux ?,"['kyde', 'e', 'guceto', 'grux-grux', '?']","['kyde', 'e', 'guceto', 'grux-grux', '?']","['kyde', 'e', 'guceto', 'grux-grux']",4,Къде е гуцето груx-груx ?,"['къде', 'е', 'гуцето', 'груx-груx']",Къде е гуцето груx-груx ?,Къде е гуцето груx-груx ?,( (ROOT (S (VPA (Adv (Pil Къде)) (VPC (V (V (Vxitf е)) (Participle (Vpptcv гуцето))) (Adv (Dm груx-груx)))) (pt ?))) )
ALE,1;01.29,ALE,gux-gux .,"['gux-gux', '.']","['gux-gux', '.']",['gux-gux'],1,Гуx-гуx .,['гуx-гуx'],Гуx-гуx .,Гуx-гуx .,( (ROOT (S (VPC (N (Ncmsf Гуx-гуx))) (pt .))) )
ALE,1;01.29,VEL,grux-grux ?,"['grux-grux', '?']","['grux-grux', '?']",['grux-grux'],1,Груx-груx ?,['груx-груx'],Груx-груx ?,Груx-груx ?,( (ROOT (S (VPC (N (Ncmsf Груx-груx))) (pt ?))) )
ALE,1;01.29,VEL,"a kucheto, mamo, kyde e ?","['a', 'kucheto', ',', 'mamo', ',', 'kyde', 'e', '?']","['a', 'kucheto', ',', 'mamo', ',', 'kyde', 'e', '?']","['a', 'kucheto', 'mamo', 'kyde', 'e']",5,"А кучето, мамо, къде е ?","['а', 'кучето', 'мамо', 'къде', 'е']","А кучето , мамо , къде е ?","А кучето , мамо , къде е ?","( (S (CoordP (ConjArg (VPC (V (Vpitf ""А)) (N (Ncnsd кучето)))) (Conj (pt ,)) (ConjArg (V (Vpiif мамо))) (Conj (pt ,)) (ConjArg (VPA (Adv (Pil къде)) (V (V (Vxitf е)) (Participle (Vpptcv ?""))))))) )"
ALE,1;01.29,VEL,kuche-e !,"['kuche-e', '!']","['kuche-e', '!']",['kuche-e'],1,Куче-е !,['куче-е'],Куче-е !,Куче-е !,( (ROOT (S (VPC (A (Amsi Куче-е))) (pt !))) )
ALE,1;01.29,VEL,"au, njama go kucheto !","['au', ',', 'njama', 'go', 'kucheto', '!']","['au', ',', 'njama', 'go', 'kucheto', '!']","['au', 'njama', 'go', 'kucheto']",4,"Ау, няма го кучето !","['ау', 'няма', 'го', 'кучето']","Ау , няма го кучето !","Ау , няма го кучето !","( (S (NPA (N (name ""Ау)) (pt ,) (VPA (VPS (V (V (Vnitf няма)) (Pron (Ppetas3m го))) (N (Ncnsd кучето))) (N (name !""))))) )"
ALE,1;01.29,VEL,kyde e kucheto ?,"['kyde', 'e', 'kucheto', '?']","['kyde', 'e', 'kucheto', '?']","['kyde', 'e', 'kucheto']",3,Къде е кучето ?,"['къде', 'е', 'кучето']",Къде е кучето ?,Къде е кучето ?,( (ROOT (S (VPS (VPC (Adv (Pil Къде)) (V (Vxitf е))) (N (Ncnsd кучето))) (pt ?))) )
ALE,1;01.29,DIM,eto go !,"['eto', 'go', '!']","['eto', 'go', '!']","['eto', 'go']",2,Ето го !,"['ето', 'го']",Ето го !,Ето го !,( (ROOT (S (V (V (Tv Ето)) (Pron (Ppetas3m го))) (pt !))) )
ALE,1;01.29,VEL,Tam ?,"['Tam', '?']","['tam', '?']",['tam'],1,Там ?,['там'],Там ?,Там ?,( (ROOT (S (Adv (Pdl Там)) (pt ?))) )
ALE,1;01.29,VEL,vizh kakvo dyrzhi tati ?,"['vizh', 'kakvo', 'dyrzhi', 'tati', '?']","['vizh', 'kakvo', 'dyrzhi', 'tati', '?']","['vizh', 'kakvo', 'dyrzhi', 'tati']",4,Виж какво държи тати ?,"['виж', 'какво', 'държи', 'тати']",Виж какво държи тати ?,Виж какво държи тати ?,( (ROOT (S (VPC (V (Vpptz Виж)) (CLR (VPC (A (Pia какво)) (V (Vpitf държи)) (Adv (Dm тати))))) (pt ?))) )
ALE,1;01.29,DIM,bau-bau !,"['bau-bau', '!']","['bau-bau', '!']",['bau-bau'],1,Бау-бау !,['бау-бау'],Бау-бау !,Бау-бау !,( (ROOT (S (VPC (A (Amsi Бау-бау))) (pt !))) )
ALE,1;01.29,VEL,xajde da peem !,"['xajde', 'da', 'peem', '!']","['xajde', 'da', 'peem', '!']","['xajde', 'da', 'peem']",3,Xайде да пеем !,"['xайде', 'да', 'пеем']",Xайде да пеем !,Xайде да пеем !,( (ROOT (S (VPC (V (Vpptz Xайде)) (CLDA (V (T (Tx да)) (V (Vppif пеем))))) (pt !))) )
ALE,1;01.29,ALE,daj-daj !,"['daj-daj', '!']","['daj-daj', '!']",['daj-daj'],1,Дай-дай !,['дай-дай'],Дай-дай !,Дай-дай !,( (ROOT (S (VPC (A (Amsi Дай-дай))) (pt !))) )
