utterance_id,Name,Age,Participant,Utterance,TokenisedUtt,TokenisedUttLower,TokenisedUttNoPunct,UttLen,UtterancesCyrillic,TokenisedUttCyr,UtterancesCyrillicCleaned,UtterancesCyrillicCleanedNormalised,Manually_corrected
UTT_000011,ALE,1;01.29,VEL,daj na mama !,"['daj', 'na', 'mama', '!']","['daj', 'na', 'mama', '!']","['daj', 'na', 'mama']",3,Дай на мама !,"['дай', 'на', 'мама']",Дай на мама !,Дай на мама !,Дай на мама !
UTT_000012,ALE,1;01.29,VEL,mersi !,"['mersi', '!']","['mersi', '!']",['mersi'],1,Мерси !,['мерси'],Мерси !,Мерси !,
UTT_000013,ALE,1;01.29,VEL,kazhi na kolko si godinki ?,"['kazhi', 'na', 'kolko', 'si', 'godinki', '?']","['kazhi', 'na', 'kolko', 'si', 'godinki', '?']","['kazhi', 'na', 'kolko', 'si', 'godinki']",5,Кажи на колко си годинки ?,"['кажи', 'на', 'колко', 'си', 'годинки']",Кажи на колко си годинки ?,Кажи на колко си годинки ?,
UTT_000014,ALE,1;01.29,ALE,na enna [: edna] .,"['na', 'edna', '.']","['na', 'edna', '.']","['na', 'edna']",2,На енна [: една] .,"['на', 'енна', 'една']",На енна .,На една .,
UTT_000015,ALE,1;01.29,VEL,a kolko zybcheta imash ?,"['a', 'kolko', 'zybcheta', 'imash', '?']","['a', 'kolko', 'zybcheta', 'imash', '?']","['a', 'kolko', 'zybcheta', 'imash']",4,А колко зъбчета имаш ?,"['а', 'колко', 'зъбчета', 'имаш']",А колко зъбчета имаш ?,А колко зъбчета имаш ?,А колко зъбчета имаш ?
UTT_000016,ALE,1;01.29,ALE,de [: dve] .,"['dve', '.']","['dve', '.']",['dve'],1,Де [: две] .,"['де', 'две']",Де .,две .,
UTT_000017,ALE,1;01.29,VEL,a kyde e kaka ?,"['a', 'kyde', 'e', 'kaka', '?']","['a', 'kyde', 'e', 'kaka', '?']","['a', 'kyde', 'e', 'kaka']",4,А къде е кака ?,"['а', 'къде', 'е', 'кака']",А къде е кака ?,А къде е кака ?,
UTT_000018,ALE,1;01.29,ALE,Tam .,"['Tam', '.']","['tam', '.']",['tam'],1,Там .,['там'],Там .,Там .,Там .
UTT_000019,ALE,1;01.29,VEL,a tati ?,"['a', 'tati', '?']","['a', 'tati', '?']","['a', 'tati']",2,А тати ?,"['а', 'тати']",А тати ?,А тати ?,
UTT_000020,ALE,1;01.29,ALE,xxx .,['.'],['.'],[],0,Xxx .,[],Xxx .,Xxx .,
UTT_000021,ALE,1;01.29,VEL,Ela mama da ti dade dzhidzhito ?,"['Ela', 'mama', 'da', 'ti', 'dade', 'dzhidzhito', '?']","['ela', 'mama', 'da', 'ti', 'dade', 'dzhidzhito', '?']","['ela', 'mama', 'da', 'ti', 'dade', 'dzhidzhito']",6,Ела мама да ти даде джиджито ?,"['ела', 'мама', 'да', 'ти', 'даде', 'джиджито']",Ела мама да ти даде джиджито ?,Ела мама да ти даде джиджито ?,
UTT_000022,ALE,1;01.29,DIM,dzak !,"['dzak', '!']","['dzak', '!']",['dzak'],1,Дзак !,['дзак'],Дзак !,Дзак !,
UTT_000023,ALE,1;01.29,DIM,"Ela, ela, tate, tuka .","['Ela', ',', 'ela', ',', 'tate', ',', 'tuka', '.']","['ela', ',', 'ela', ',', 'tate', ',', 'tuka', '.']","['ela', 'ela', 'tate', 'tuka']",4,"Ела, ела, тате, тука .","['ела', 'ела', 'тате', 'тука']","Ела , ела , тате , тука .","Ела , ела , тате , тука .",
UTT_000024,ALE,1;01.29,DIM,ajde dzak !,"['ajde', 'dzak', '!']","['ajde', 'dzak', '!']","['ajde', 'dzak']",2,Айде дзак !,"['айде', 'дзак']",Айде дзак !,Айде дзак !,
UTT_000025,ALE,1;01.29,VEL,dzaak !,"['dzaak', '!']","['dzaak', '!']",['dzaak'],1,Дзаак !,['дзаак'],Дзаак !,Дзаак !,
UTT_000026,ALE,1;01.29,ALE,na !,"['na', '!']","['na', '!']",['na'],1,На !,['на'],На !,На !,На !
UTT_000027,ALE,1;01.29,VEL,davash na tati li ?,"['davash', 'na', 'tati', 'li', '?']","['davash', 'na', 'tati', 'li', '?']","['davash', 'na', 'tati', 'li']",4,Даваш на тати ли ?,"['даваш', 'на', 'тати', 'ли']",Даваш на тати ли ?,Даваш на тати ли ?,
UTT_000028,ALE,1;01.29,ALE,mersi !,"['mersi', '!']","['mersi', '!']",['mersi'],1,Мерси !,['мерси'],Мерси !,Мерси !,
UTT_000029,ALE,1;01.29,VEL,daj na mama !,"['daj', 'na', 'mama', '!']","['daj', 'na', 'mama', '!']","['daj', 'na', 'mama']",3,Дай на мама !,"['дай', 'на', 'мама']",Дай на мама !,Дай на мама !,
UTT_000030,ALE,1;01.29,VEL,daj !,"['daj', '!']","['daj', '!']",['daj'],1,Дай !,['дай'],Дай !,Дай !,Дай !
UTT_000031,ALE,1;01.29,DIM,mersi !,"['mersi', '!']","['mersi', '!']",['mersi'],1,Мерси !,['мерси'],Мерси !,Мерси !,
UTT_000032,ALE,1;01.29,VEL,"iskash li na tpru, tpru-tpru ?","['iskash', 'li', 'na', 'tpru', ',', 'tpru-tpru', '?']","['iskash', 'li', 'na', 'tpru', ',', 'tpru-tpru', '?']","['iskash', 'li', 'na', 'tpru', 'tpru-tpru']",5,"Искаш ли на тпру, тпру-тпру ?","['искаш', 'ли', 'на', 'тпру', 'тпру-тпру']","Искаш ли на тпру , тпру-тпру ?","Искаш ли на тпру , тпру-тпру ?",
UTT_000033,ALE,1;01.29,ALE,tpru .,"['tpru', '.']","['tpru', '.']",['tpru'],1,Тпру .,['тпру'],Тпру .,Тпру .,Тпру .
UTT_000034,ALE,1;01.29,VEL,iskash li ?,"['iskash', 'li', '?']","['iskash', 'li', '?']","['iskash', 'li']",2,Искаш ли ?,"['искаш', 'ли']",Искаш ли ?,Искаш ли ?,
UTT_000035,ALE,1;01.29,ALE,y-y-y .,"['y-y-y', '.']","['y-y-y', '.']",['y-y-y'],1,Ъ-ъ-ъ .,['ъ-ъ-ъ'],Ъ-ъ-ъ .,Ъ-ъ-ъ .,
UTT_000036,ALE,1;01.29,VEL,iskash li ?,"['iskash', 'li', '?']","['iskash', 'li', '?']","['iskash', 'li']",2,Искаш ли ?,"['искаш', 'ли']",Искаш ли ?,Искаш ли ?,
UTT_000037,ALE,1;01.29,VEL,na !,"['na', '!']","['na', '!']",['na'],1,На !,['на'],На !,На !,
UTT_000038,ALE,1;01.29,ALE,ne shte !,"['ne', 'shte', '!']","['ne', 'shte', '!']","['ne', 'shte']",2,Не ще !,"['не', 'ще']",Не ще !,Не ще !,
UTT_000039,ALE,1;01.29,VEL,daj na mama !,"['daj', 'na', 'mama', '!']","['daj', 'na', 'mama', '!']","['daj', 'na', 'mama']",3,Дай на мама !,"['дай', 'на', 'мама']",Дай на мама !,Дай на мама !,
UTT_000040,ALE,1;01.29,VEL,daj na mama da pie !,"['daj', 'na', 'mama', 'da', 'pie', '!']","['daj', 'na', 'mama', 'da', 'pie', '!']","['daj', 'na', 'mama', 'da', 'pie']",5,Дай на мама да пие !,"['дай', 'на', 'мама', 'да', 'пие']",Дай на мама да пие !,Дай на мама да пие !,
UTT_000041,ALE,1;01.29,ALE,pate !,"['pate', '!']","['pate', '!']",['pate'],1,Пате !,['пате'],Пате !,Пате !,
UTT_000042,ALE,1;01.29,VEL,kakvo mamo ?,"['kakvo', 'mamo', '?']","['kakvo', 'mamo', '?']","['kakvo', 'mamo']",2,Какво мамо ?,"['какво', 'мамо']",Какво мамо ?,Какво мамо ?,
UTT_000043,ALE,1;01.29,ALE,dzaak .,"['dzaak', '.']","['dzaak', '.']",['dzaak'],1,Дзаак .,['дзаак'],Дзаак .,Дзаак .,
UTT_000044,ALE,1;01.29,VEL,ajde da miem deteto !,"['ajde', 'da', 'miem', 'deteto', '!']","['ajde', 'da', 'miem', 'deteto', '!']","['ajde', 'da', 'miem', 'deteto']",4,Айде да мием детето !,"['айде', 'да', 'мием', 'детето']",Айде да мием детето !,Айде да мием детето !,
UTT_000045,ALE,1;01.29,VEL,mij-mij !,"['mij-mij', '!']","['mij-mij', '!']",['mij-mij'],1,Мий-мий !,['мий-мий'],Мий-мий !,Мий-мий !,
UTT_000046,ALE,1;01.29,VEL,shi mijm li deteto ?,"['shi', 'mijm', 'li', 'deteto', '?']","['shi', 'mijm', 'li', 'deteto', '?']","['shi', 'mijm', 'li', 'deteto']",4,Ши мийм ли детето ?,"['ши', 'мийм', 'ли', 'детето']",Ши мийм ли детето ?,Ши мийм ли детето ?,Ши мийм ли детето ?
UTT_000047,ALE,1;01.29,ALE,ej tam !,"['ej', 'tam', '!']","['ej', 'tam', '!']","['ej', 'tam']",2,Ей там !,"['ей', 'там']",Ей там !,Ей там !,
UTT_000048,ALE,1;01.29,VEL,ej tam kakvo ima ?,"['ej', 'tam', 'kakvo', 'ima', '?']","['ej', 'tam', 'kakvo', 'ima', '?']","['ej', 'tam', 'kakvo', 'ima']",4,Ей там какво има ?,"['ей', 'там', 'какво', 'има']",Ей там какво има ?,Ей там какво има ?,
UTT_000049,ALE,1;01.29,VEL,daj go !,"['daj', 'go', '!']","['daj', 'go', '!']","['daj', 'go']",2,Дай го !,"['дай', 'го']",Дай го !,Дай го !,
UTT_000050,ALE,1;01.29,ALE,tati .,"['tati', '.']","['tati', '.']",['tati'],1,Тати .,['тати'],Тати .,Тати .,Тати .
UTT_000051,ALE,1;01.29,VEL,skaraj se na tati !,"['skaraj', 'se', 'na', 'tati', '!']","['skaraj', 'se', 'na', 'tati', '!']","['skaraj', 'se', 'na', 'tati']",4,Скарай се на тати !,"['скарай', 'се', 'на', 'тати']",Скарай се на тати !,Скарай се на тати !,
UTT_000052,ALE,1;01.29,ALE,a-be !,"['a-be', '!']","['a-be', '!']",['a-be'],1,А-бе !,['а-бе'],А-бе !,А-бе !,
UTT_000053,ALE,1;01.29,ALE,dzak .,"['dzak', '.']","['dzak', '.']",['dzak'],1,Дзак .,['дзак'],Дзак .,Дзак .,Дзак .
UTT_000054,ALE,1;01.29,VEL,skaraj se na mama !,"['skaraj', 'se', 'na', 'mama', '!']","['skaraj', 'se', 'na', 'mama', '!']","['skaraj', 'se', 'na', 'mama']",4,Скарай се на мама !,"['скарай', 'се', 'на', 'мама']",Скарай се на мама !,Скарай се на мама !,
UTT_000055,ALE,1;01.29,ALE,dzak .,"['dzak', '.']","['dzak', '.']",['dzak'],1,Дзак .,['дзак'],Дзак .,Дзак .,
UTT_000056,ALE,1;01.29,VEL,bij mama det ne slusha !,"['bij', 'mama', 'det', 'ne', 'slusha', '!']","['bij', 'mama', 'det', 'ne', 'slusha', '!']","['bij', 'mama', 'det', 'ne', 'slusha']",5,Бий мама дет не слуша !,"['бий', 'мама', 'дет', 'не', 'слуша']",Бий мама дет не слуша !,Бий мама дет не слуша !,
UTT_000057,ALE,1;01.29,ALE,na !,"['na', '!']","['na', '!']",['na'],1,На !,['на'],На !,На !,На !
UTT_000058,ALE,1;01.29,VEL,milvaj mama sega !,"['milvaj', 'mama', 'sega', '!']","['milvaj', 'mama', 'sega', '!']","['milvaj', 'mama', 'sega']",3,Милвай мама сега !,"['милвай', 'мама', 'сега']",Милвай мама сега !,Милвай мама сега !,
UTT_000059,ALE,1;01.29,ALE,o-o-o !,"['o-o-o', '!']","['o-o-o', '!']",['o-o-o'],1,О-о-о !,['о-о-о'],О-о-о !,О-о-о !,О-о-о !
UTT_000060,ALE,1;01.29,VEL,cunkaj mama !,"['cunkaj', 'mama', '!']","['cunkaj', 'mama', '!']","['cunkaj', 'mama']",2,Цункай мама !,"['цункай', 'мама']",Цункай мама !,Цункай мама !,
UTT_000061,ALE,1;01.29,ALE,my !,"['my', '!']","['my', '!']",['my'],1,Мъ !,['мъ'],Мъ !,Мъ !,
UTT_000062,ALE,1;01.29,VEL,"buba lazi, buba lazi .","['buba', 'lazi', ',', 'buba', 'lazi', '.']","['buba', 'lazi', ',', 'buba', 'lazi', '.']","['buba', 'lazi', 'buba', 'lazi']",4,"Буба лази, буба лази .","['буба', 'лази', 'буба', 'лази']","Буба лази , буба лази .","Буба лази , буба лази .","Буба лази , буба лази ."
UTT_000063,ALE,1;01.29,ALE,++ bubabuba .,"['bubabuba', '.']","['bubabuba', '.']",['bubabuba'],1,++ бубабуба .,['бубабуба'],бубабуба .,бубабуба .,
UTT_000064,ALE,1;01.29,VEL,"buba lazi, buba lazi .","['buba', 'lazi', ',', 'buba', 'lazi', '.']","['buba', 'lazi', ',', 'buba', 'lazi', '.']","['buba', 'lazi', 'buba', 'lazi']",4,"Буба лази, буба лази .","['буба', 'лази', 'буба', 'лази']","Буба лази , буба лази .","Буба лази , буба лази .",
UTT_000065,ALE,1;01.29,ALE,ne .,"['ne', '.']","['ne', '.']",['ne'],1,Не .,['не'],Не .,Не .,
UTT_000066,ALE,1;01.29,DIM,"sashe, kyde e pypa, tate ?","['sashe', ',', 'kyde', 'e', 'pypa', ',', 'tate', '?']","['sashe', ',', 'kyde', 'e', 'pypa', ',', 'tate', '?']","['sashe', 'kyde', 'e', 'pypa', 'tate']",5,"Саше, къде е пъпа, тате ?","['саше', 'къде', 'е', 'пъпа', 'тате']","Саше , къде е пъпа , тате ?","Саше , къде е пъпа , тате ?",
UTT_000067,ALE,1;01.29,VEL,"a-a, nema go pypa !","['a-a', ',', 'nema', 'go', 'pypa', '!']","['a-a', ',', 'nema', 'go', 'pypa', '!']","['a-a', 'nema', 'go', 'pypa']",4,"А-а, нема го пъпа !","['а-а', 'нема', 'го', 'пъпа']","А-а , нема го пъпа !","А-а , нема го пъпа !",
UTT_000068,ALE,1;01.29,ALE,pyche [: pypche] .,"['pypche', '.']","['pypche', '.']",['pypche'],1,Пъче [: пъпче] .,"['пъче', 'пъпче']",Пъче .,пъпче .,
UTT_000069,ALE,1;01.29,VEL,kyde e guceto grux-grux ?,"['kyde', 'e', 'guceto', 'grux-grux', '?']","['kyde', 'e', 'guceto', 'grux-grux', '?']","['kyde', 'e', 'guceto', 'grux-grux']",4,Къде е гуцето груx-груx ?,"['къде', 'е', 'гуцето', 'груx-груx']",Къде е гуцето груx-груx ?,Къде е гуцето груx-груx ?,
UTT_000070,ALE,1;01.29,ALE,gux-gux .,"['gux-gux', '.']","['gux-gux', '.']",['gux-gux'],1,Гуx-гуx .,['гуx-гуx'],Гуx-гуx .,Гуx-гуx .,Гуx-гуx .
UTT_000071,ALE,1;01.29,VEL,grux-grux ?,"['grux-grux', '?']","['grux-grux', '?']",['grux-grux'],1,Груx-груx ?,['груx-груx'],Груx-груx ?,Груx-груx ?,
UTT_000072,ALE,1;01.29,VEL,"a kucheto, mamo, kyde e ?","['a', 'kucheto', ',', 'mamo', ',', 'kyde', 'e', '?']","['a', 'kucheto', ',', 'mamo', ',', 'kyde', 'e', '?']","['a', 'kucheto', 'mamo', 'kyde', 'e']",5,"А кучето, мамо, къде е ?","['а', 'кучето', 'мамо', 'къде', 'е']","А кучето , мамо , къде е ?","А кучето , мамо , къде е ?",
UTT_000073,ALE,1;01.29,VEL,kuche-e !,"['kuche-e', '!']","['kuche-e', '!']",['kuche-e'],1,Куче-е !,['куче-е'],Куче-е !,Куче-е !,
UTT_000074,ALE,1;01.29,VEL,"au, njama go kucheto !","['au', ',', 'njama', 'go', 'kucheto', '!']","['au', ',', 'njama', 'go', 'kucheto', '!']","['au', 'njama', 'go', 'kucheto']",4,"Ау, няма го кучето !","['ау', 'няма', 'го', 'кучето']","Ау , няма го кучето !","Ау , няма го кучето !",
UTT_000075,ALE,1;01.29,VEL,kyde e kucheto ?,"['kyde', 'e', 'kucheto', '?']","['kyde', 'e', 'kucheto', '?']","['kyde', 'e', 'kucheto']",3,Къде е кучето ?,"['къде', 'е', 'кучето']",Къде е кучето ?,Къде е кучето ?,
UTT_000076,ALE,1;01.29,DIM,eto go !,"['eto', 'go', '!']","['eto', 'go', '!']","['eto', 'go']",2,Ето го !,"['ето', 'го']",Ето го !,Ето го !,
UTT_000077,ALE,1;01.29,VEL,Tam ?,"['Tam', '?']","['tam', '?']",['tam'],1,Там ?,['там'],Там ?,Там ?,
UTT_000078,ALE,1;01.29,VEL,vizh kakvo dyrzhi tati ?,"['vizh', 'kakvo', 'dyrzhi', 'tati', '?']","['vizh', 'kakvo', 'dyrzhi', 'tati', '?']","['vizh', 'kakvo', 'dyrzhi', 'tati']",4,Виж какво държи тати ?,"['виж', 'какво', 'държи', 'тати']",Виж какво държи тати ?,Виж какво държи тати ?,
UTT_000079,ALE,1;01.29,DIM,bau-bau !,"['bau-bau', '!']","['bau-bau', '!']",['bau-bau'],1,Бау-бау !,['бау-бау'],Бау-бау !,Бау-бау !,
UTT_000080,ALE,1;01.29,VEL,xajde da peem !,"['xajde', 'da', 'peem', '!']","['xajde', 'da', 'peem', '!']","['xajde', 'da', 'peem']",3,Xайде да пеем !,"['xайде', 'да', 'пеем']",Xайде да пеем !,Xайде да пеем !,
UTT_000081,ALE,1;01.29,ALE,daj-daj !,"['daj-daj', '!']","['daj-daj', '!']",['daj-daj'],1,Дай-дай !,['дай-дай'],Дай-дай !,Дай-дай !,Дай-дай !
UTT_000082,ALE,1;01.29,DIM,karaj ja da pee za pateto .,"['karaj', 'ja', 'da', 'pee', 'za', 'pateto', '.']","['karaj', 'ja', 'da', 'pee', 'za', 'pateto', '.']","['karaj', 'ja', 'da', 'pee', 'za', 'pateto']",6,Карай я да пее за патето .,"['карай', 'я', 'да', 'пее', 'за', 'патето']",Карай я да пее за патето .,Карай я да пее за патето .,
UTT_000083,ALE,1;01.29,VEL,"+"" pate, pate, patence .","['pate', ',', 'pate', ',', 'patence', '.']","['pate', ',', 'pate', ',', 'patence', '.']","['pate', 'pate', 'patence']",3,"+"" пате, пате, патенце .","['пате', 'пате', 'патенце']",""" пате , пате , патенце .",""" пате , пате , патенце .",
UTT_000084,ALE,1;01.29,ALE,daj-daj !,"['daj-daj', '!']","['daj-daj', '!']",['daj-daj'],1,Дай-дай !,['дай-дай'],Дай-дай !,Дай-дай !,
UTT_000085,ALE,1;01.29,VEL,kakvo e tova ?,"['kakvo', 'e', 'tova', '?']","['kakvo', 'e', 'tova', '?']","['kakvo', 'e', 'tova']",3,Какво е това ?,"['какво', 'е', 'това']",Какво е това ?,Какво е това ?,Какво е това ?
UTT_000086,ALE,1;01.29,VEL,pej za patenceto !,"['pej', 'za', 'patenceto', '!']","['pej', 'za', 'patenceto', '!']","['pej', 'za', 'patenceto']",3,Пей за патенцето !,"['пей', 'за', 'патенцето']",Пей за патенцето !,Пей за патенцето !,
UTT_000087,ALE,1;01.29,ALE,daj-daj-daj !,"['daj-daj-daj', '!']","['daj-daj-daj', '!']",['daj-daj-daj'],1,Дай-дай-дай !,['дай-дай-дай'],Дай-дай-дай !,Дай-дай-дай !,Дай-дай-дай !
UTT_000088,ALE,1;01.29,VEL,na .,"['na', '.']","['na', '.']",['na'],1,На .,['на'],На .,На .,
UTT_000089,ALE,1;01.29,VEL,kak vika magarenceto ?,"['kak', 'vika', 'magarenceto', '?']","['kak', 'vika', 'magarenceto', '?']","['kak', 'vika', 'magarenceto']",3,Как вика магаренцето ?,"['как', 'вика', 'магаренцето']",Как вика магаренцето ?,Как вика магаренцето ?,
UTT_000090,ALE,1;01.29,ALE,ii .,"['ii', '.']","['ii', '.']",['ii'],1,Ии .,['ии'],Ии .,Ии .,
UTT_000091,ALE,1;01.29,VEL,a patenceto ?,"['a', 'patenceto', '?']","['a', 'patenceto', '?']","['a', 'patenceto']",2,А патенцето ?,"['а', 'патенцето']",А патенцето ?,А патенцето ?,
UTT_000092,ALE,1;01.29,VEL,kyde e patenceto ?,"['kyde', 'e', 'patenceto', '?']","['kyde', 'e', 'patenceto', '?']","['kyde', 'e', 'patenceto']",3,Къде е патенцето ?,"['къде', 'е', 'патенцето']",Къде е патенцето ?,Къде е патенцето ?,
UTT_000093,ALE,1;01.29,ALE,"Mamma, mamma, maamma .","['Mamma', ',', 'mamma', ',', 'maamma', '.']","['mamma', ',', 'mamma', ',', 'maamma', '.']","['mamma', 'mamma', 'maamma']",3,"Мамма, мамма, маамма .","['мамма', 'мамма', 'маамма']","Мамма , мамма , маамма .","Мамма , мамма , маамма .","Мама , мама , мама ."
UTT_000094,ALE,1;01.29,VEL,"kakvo ima, mamo ?","['kakvo', 'ima', ',', 'mamo', '?']","['kakvo', 'ima', ',', 'mamo', '?']","['kakvo', 'ima', 'mamo']",3,"Какво има, мамо ?","['какво', 'има', 'мамо']","Какво има , мамо ?","Какво има , мамо ?",
UTT_000095,ALE,1;01.29,VEL,kyde shte otiva Sasheto ?,"['kyde', 'shte', 'otiva', 'Sasheto', '?']","['kyde', 'shte', 'otiva', 'sasheto', '?']","['kyde', 'shte', 'otiva', 'sasheto']",4,Къде ще отива сашето ?,"['къде', 'ще', 'отива', 'сашето']",Къде ще отива сашето ?,Къде ще отива сашето ?,
UTT_000096,ALE,1;01.29,VEL,na titja ?,"['na', 'titja', '?']","['na', 'titja', '?']","['na', 'titja']",2,На титя ?,"['на', 'титя']",На титя ?,На титя ?,
UTT_000097,ALE,1;01.29,VEL,"+"" pate .","['pate', '.']","['pate', '.']",['pate'],1,"+"" пате .",['пате'],""" пате .",""" пате .",
UTT_000098,ALE,1;01.29,VEL,"pej, mamo !","['pej', ',', 'mamo', '!']","['pej', ',', 'mamo', '!']","['pej', 'mamo']",2,"Пей, мамо !","['пей', 'мамо']","Пей , мамо !","Пей , мамо !",
UTT_000099,ALE,1;01.29,ALE,a mo mo .,"['a', 'mo', 'mo', '.']","['a', 'mo', 'mo', '.']","['a', 'mo', 'mo']",3,А мо мо .,"['а', 'мо', 'мо']",А мо мо .,А мо мо .,
UTT_000100,ALE,1;01.29,VEL,xajde da chete deteto !,"['xajde', 'da', 'chete', 'deteto', '!']","['xajde', 'da', 'chete', 'deteto', '!']","['xajde', 'da', 'chete', 'deteto']",4,Xайде да чете детето !,"['xайде', 'да', 'чете', 'детето']",Xайде да чете детето !,Xайде да чете детето !,
UTT_000101,ALE,1;01.29,VEL,vizh kakva knizhka !,"['vizh', 'kakva', 'knizhka', '!']","['vizh', 'kakva', 'knizhka', '!']","['vizh', 'kakva', 'knizhka']",3,Виж каква книжка !,"['виж', 'каква', 'книжка']",Виж каква книжка !,Виж каква книжка !,
UTT_000102,ALE,1;01.29,VEL,kakvo ima tuka mamo ?,"['kakvo', 'ima', 'tuka', 'mamo', '?']","['kakvo', 'ima', 'tuka', 'mamo', '?']","['kakvo', 'ima', 'tuka', 'mamo']",4,Какво има тука мамо ?,"['какво', 'има', 'тука', 'мамо']",Какво има тука мамо ?,Какво има тука мамо ?,
UTT_000103,ALE,1;01.29,VEL,ja da vidim !,"['ja', 'da', 'vidim', '!']","['ja', 'da', 'vidim', '!']","['ja', 'da', 'vidim']",3,Я да видим !,"['я', 'да', 'видим']",Я да видим !,Я да видим !,
UTT_000104,ALE,1;01.29,VEL,koj e tuka ?,"['koj', 'e', 'tuka', '?']","['koj', 'e', 'tuka', '?']","['koj', 'e', 'tuka']",3,Кой е тука ?,"['кой', 'е', 'тука']",Кой е тука ?,Кой е тука ?,Кой е тука ?
UTT_000105,ALE,1;01.29,VEL,koj ?,"['koj', '?']","['koj', '?']",['koj'],1,Кой ?,['кой'],Кой ?,Кой ?,
UTT_000106,ALE,1;01.29,VEL,ajde da chetem !,"['ajde', 'da', 'chetem', '!']","['ajde', 'da', 'chetem', '!']","['ajde', 'da', 'chetem']",3,Айде да четем !,"['айде', 'да', 'четем']",Айде да четем !,Айде да четем !,Айде да четем !
UTT_000107,ALE,1;01.29,VEL,da otvorim knizhkata !,"['da', 'otvorim', 'knizhkata', '!']","['da', 'otvorim', 'knizhkata', '!']","['da', 'otvorim', 'knizhkata']",3,Да отворим книжката !,"['да', 'отворим', 'книжката']",Да отворим книжката !,Да отворим книжката !,Да отворим книжката !
UTT_000108,ALE,1;01.29,VEL,"au, djado !","['au', ',', 'djado', '!']","['au', ',', 'djado', '!']","['au', 'djado']",2,"Ау, дядо !","['ау', 'дядо']","Ау , дядо !","Ау , дядо !",
UTT_000109,ALE,1;01.29,VEL,majmunka .,"['majmunka', '.']","['majmunka', '.']",['majmunka'],1,Маймунка .,['маймунка'],Маймунка .,Маймунка .,
UTT_000110,ALE,1;01.29,VEL,kaka .,"['kaka', '.']","['kaka', '.']",['kaka'],1,Кака .,['кака'],Кака .,Кака .,Кака .
UTT_000111,ALE,1;01.29,VEL,koj e tuka ?,"['koj', 'e', 'tuka', '?']","['koj', 'e', 'tuka', '?']","['koj', 'e', 'tuka']",3,Кой е тука ?,"['кой', 'е', 'тука']",Кой е тука ?,Кой е тука ?,Кой е тука ?
UTT_000112,ALE,1;01.29,VEL,kukurigu .,"['kukurigu', '.']","['kukurigu', '.']",['kukurigu'],1,Кукуригу .,['кукуригу'],Кукуригу .,Кукуригу .,Кукуригу .
