Name,Age,Participant,Utterance,TokenisedUtt,TokenisedUttLower,TokenisedUttNoPunct,UttLen,UtterancesCyrillic,TokenisedUttCyr,UtterancesCyrillicCleaned,UtterancesCyrillicCleanedNormalised
ALE,1;01.29,VEL,"iskash li na tpru, tpru-tpru ?","['iskash', 'li', 'na', 'tpru', ',', 'tpru-tpru', '?']","['iskash', 'li', 'na', 'tpru', ',', 'tpru-tpru', '?']","['iskash', 'li', 'na', 'tpru', 'tpru-tpru']",5,"Искаш ли на тпру, тпру-тпру ?","['искаш', 'ли', 'на', 'тпру', 'тпру-тпру']","Искаш ли на тпру , тпру-тпру ?","Искаш ли на тпру , тпру-тпру ?"
ALE,1;01.29,ALE,tpru .,"['tpru', '.']","['tpru', '.']",['tpru'],1,Тпру .,['тпру'],Тпру .,Тпру .
ALE,1;01.29,VEL,iskash li ?,"['iskash', 'li', '?']","['iskash', 'li', '?']","['iskash', 'li']",2,Искаш ли ?,"['искаш', 'ли']",Искаш ли ?,Искаш ли ?
ALE,1;01.29,ALE,y-y-y .,"['y-y-y', '.']","['y-y-y', '.']",['y-y-y'],1,Ъ-ъ-ъ .,['ъ-ъ-ъ'],Ъ-ъ-ъ .,Ъ-ъ-ъ .
ALE,1;01.29,VEL,iskash li ?,"['iskash', 'li', '?']","['iskash', 'li', '?']","['iskash', 'li']",2,Искаш ли ?,"['искаш', 'ли']",Искаш ли ?,Искаш ли ?
ALE,1;01.29,VEL,na !,"['na', '!']","['na', '!']",['na'],1,На !,['на'],На !,На !
ALE,1;01.29,ALE,ne shte !,"['ne', 'shte', '!']","['ne', 'shte', '!']","['ne', 'shte']",2,Не ще !,"['не', 'ще']",Не ще !,Не ще !
ALE,1;01.29,VEL,daj na mama !,"['daj', 'na', 'mama', '!']","['daj', 'na', 'mama', '!']","['daj', 'na', 'mama']",3,Дай на мама !,"['дай', 'на', 'мама']",Дай на мама !,Дай на мама !
ALE,1;01.29,VEL,daj na mama da pie !,"['daj', 'na', 'mama', 'da', 'pie', '!']","['daj', 'na', 'mama', 'da', 'pie', '!']","['daj', 'na', 'mama', 'da', 'pie']",5,Дай на мама да пие !,"['дай', 'на', 'мама', 'да', 'пие']",Дай на мама да пие !,Дай на мама да пие !
ALE,1;01.29,ALE,pate !,"['pate', '!']","['pate', '!']",['pate'],1,Пате !,['пате'],Пате !,Пате !
ALE,1;01.29,VEL,kakvo mamo ?,"['kakvo', 'mamo', '?']","['kakvo', 'mamo', '?']","['kakvo', 'mamo']",2,Какво мамо ?,"['какво', 'мамо']",Какво мамо ?,Какво мамо ?
ALE,1;01.29,ALE,dzaak .,"['dzaak', '.']","['dzaak', '.']",['dzaak'],1,Дзаак .,['дзаак'],Дзаак .,Дзаак .
ALE,1;01.29,VEL,ajde da miem deteto !,"['ajde', 'da', 'miem', 'deteto', '!']","['ajde', 'da', 'miem', 'deteto', '!']","['ajde', 'da', 'miem', 'deteto']",4,Айде да мием детето !,"['айде', 'да', 'мием', 'детето']",Айде да мием детето !,Айде да мием детето !
ALE,1;01.29,VEL,mij-mij !,"['mij-mij', '!']","['mij-mij', '!']",['mij-mij'],1,Мий-мий !,['мий-мий'],Мий-мий !,Мий-мий !
ALE,1;01.29,VEL,shi mijm li deteto ?,"['shi', 'mijm', 'li', 'deteto', '?']","['shi', 'mijm', 'li', 'deteto', '?']","['shi', 'mijm', 'li', 'deteto']",4,Ши мийм ли детето ?,"['ши', 'мийм', 'ли', 'детето']",Ши мийм ли детето ?,Ши мийм ли детето ?
ALE,1;01.29,ALE,ej tam !,"['ej', 'tam', '!']","['ej', 'tam', '!']","['ej', 'tam']",2,Ей там !,"['ей', 'там']",Ей там !,Ей там !
ALE,1;01.29,VEL,ej tam kakvo ima ?,"['ej', 'tam', 'kakvo', 'ima', '?']","['ej', 'tam', 'kakvo', 'ima', '?']","['ej', 'tam', 'kakvo', 'ima']",4,Ей там какво има ?,"['ей', 'там', 'какво', 'има']",Ей там какво има ?,Ей там какво има ?
ALE,1;01.29,VEL,daj go !,"['daj', 'go', '!']","['daj', 'go', '!']","['daj', 'go']",2,Дай го !,"['дай', 'го']",Дай го !,Дай го !
ALE,1;01.29,ALE,tati .,"['tati', '.']","['tati', '.']",['tati'],1,Тати .,['тати'],Тати .,Тати .
ALE,1;01.29,VEL,skaraj se na tati !,"['skaraj', 'se', 'na', 'tati', '!']","['skaraj', 'se', 'na', 'tati', '!']","['skaraj', 'se', 'na', 'tati']",4,Скарай се на тати !,"['скарай', 'се', 'на', 'тати']",Скарай се на тати !,Скарай се на тати !
ALE,1;01.29,ALE,a-be !,"['a-be', '!']","['a-be', '!']",['a-be'],1,А-бе !,['а-бе'],А-бе !,А-бе !
ALE,1;01.29,ALE,dzak .,"['dzak', '.']","['dzak', '.']",['dzak'],1,Дзак .,['дзак'],Дзак .,Дзак .
ALE,1;01.29,VEL,skaraj se na mama !,"['skaraj', 'se', 'na', 'mama', '!']","['skaraj', 'se', 'na', 'mama', '!']","['skaraj', 'se', 'na', 'mama']",4,Скарай се на мама !,"['скарай', 'се', 'на', 'мама']",Скарай се на мама !,Скарай се на мама !
ALE,1;01.29,ALE,dzak .,"['dzak', '.']","['dzak', '.']",['dzak'],1,Дзак .,['дзак'],Дзак .,Дзак .
ALE,1;01.29,VEL,bij mama det ne slusha !,"['bij', 'mama', 'det', 'ne', 'slusha', '!']","['bij', 'mama', 'det', 'ne', 'slusha', '!']","['bij', 'mama', 'det', 'ne', 'slusha']",5,Бий мама дет не слуша !,"['бий', 'мама', 'дет', 'не', 'слуша']",Бий мама дет не слуша !,Бий мама дет не слуша !
ALE,1;01.29,ALE,na !,"['na', '!']","['na', '!']",['na'],1,На !,['на'],На !,На !
ALE,1;01.29,VEL,milvaj mama sega !,"['milvaj', 'mama', 'sega', '!']","['milvaj', 'mama', 'sega', '!']","['milvaj', 'mama', 'sega']",3,Милвай мама сега !,"['милвай', 'мама', 'сега']",Милвай мама сега !,Милвай мама сега !
ALE,1;01.29,ALE,o-o-o !,"['o-o-o', '!']","['o-o-o', '!']",['o-o-o'],1,О-о-о !,['о-о-о'],О-о-о !,О-о-о !
ALE,1;01.29,VEL,cunkaj mama !,"['cunkaj', 'mama', '!']","['cunkaj', 'mama', '!']","['cunkaj', 'mama']",2,Цункай мама !,"['цункай', 'мама']",Цункай мама !,Цункай мама !
ALE,1;01.29,ALE,my !,"['my', '!']","['my', '!']",['my'],1,Мъ !,['мъ'],Мъ !,Мъ !
ALE,1;01.29,VEL,"buba lazi, buba lazi .","['buba', 'lazi', ',', 'buba', 'lazi', '.']","['buba', 'lazi', ',', 'buba', 'lazi', '.']","['buba', 'lazi', 'buba', 'lazi']",4,"Буба лази, буба лази .","['буба', 'лази', 'буба', 'лази']","Буба лази , буба лази .","Буба лази , буба лази ."
ALE,1;01.29,ALE,++ bubabuba .,"['bubabuba', '.']","['bubabuba', '.']",['bubabuba'],1,++ бубабуба .,['бубабуба'],бубабуба .,бубабуба .
ALE,1;01.29,VEL,"buba lazi, buba lazi .","['buba', 'lazi', ',', 'buba', 'lazi', '.']","['buba', 'lazi', ',', 'buba', 'lazi', '.']","['buba', 'lazi', 'buba', 'lazi']",4,"Буба лази, буба лази .","['буба', 'лази', 'буба', 'лази']","Буба лази , буба лази .","Буба лази , буба лази ."
ALE,1;01.29,ALE,ne .,"['ne', '.']","['ne', '.']",['ne'],1,Не .,['не'],Не .,Не .
ALE,1;01.29,DIM,"sashe, kyde e pypa, tate ?","['sashe', ',', 'kyde', 'e', 'pypa', ',', 'tate', '?']","['sashe', ',', 'kyde', 'e', 'pypa', ',', 'tate', '?']","['sashe', 'kyde', 'e', 'pypa', 'tate']",5,"Саше, къде е пъпа, тате ?","['саше', 'къде', 'е', 'пъпа', 'тате']","Саше , къде е пъпа , тате ?","Саше , къде е пъпа , тате ?"
ALE,1;01.29,VEL,"a-a, nema go pypa !","['a-a', ',', 'nema', 'go', 'pypa', '!']","['a-a', ',', 'nema', 'go', 'pypa', '!']","['a-a', 'nema', 'go', 'pypa']",4,"А-а, нема го пъпа !","['а-а', 'нема', 'го', 'пъпа']","А-а , нема го пъпа !","А-а , нема го пъпа !"
ALE,1;01.29,ALE,pyche [: pypche] .,"['pypche', '.']","['pypche', '.']",['pypche'],1,Пъче [: пъпче] .,"['пъче', 'пъпче']",Пъче .,пъпче .
ALE,1;01.29,VEL,kyde e guceto grux-grux ?,"['kyde', 'e', 'guceto', 'grux-grux', '?']","['kyde', 'e', 'guceto', 'grux-grux', '?']","['kyde', 'e', 'guceto', 'grux-grux']",4,Къде е гуцето груx-груx ?,"['къде', 'е', 'гуцето', 'груx-груx']",Къде е гуцето груx-груx ?,Къде е гуцето груx-груx ?
ALE,1;01.29,ALE,gux-gux .,"['gux-gux', '.']","['gux-gux', '.']",['gux-gux'],1,Гуx-гуx .,['гуx-гуx'],Гуx-гуx .,Гуx-гуx .
ALE,1;01.29,VEL,grux-grux ?,"['grux-grux', '?']","['grux-grux', '?']",['grux-grux'],1,Груx-груx ?,['груx-груx'],Груx-груx ?,Груx-груx ?
ALE,1;01.29,VEL,"a kucheto, mamo, kyde e ?","['a', 'kucheto', ',', 'mamo', ',', 'kyde', 'e', '?']","['a', 'kucheto', ',', 'mamo', ',', 'kyde', 'e', '?']","['a', 'kucheto', 'mamo', 'kyde', 'e']",5,"А кучето, мамо, къде е ?","['а', 'кучето', 'мамо', 'къде', 'е']","А кучето , мамо , къде е ?","А кучето , мамо , къде е ?"
ALE,1;01.29,VEL,kuche-e !,"['kuche-e', '!']","['kuche-e', '!']",['kuche-e'],1,Куче-е !,['куче-е'],Куче-е !,Куче-е !
ALE,1;01.29,VEL,"au, njama go kucheto !","['au', ',', 'njama', 'go', 'kucheto', '!']","['au', ',', 'njama', 'go', 'kucheto', '!']","['au', 'njama', 'go', 'kucheto']",4,"Ау, няма го кучето !","['ау', 'няма', 'го', 'кучето']","Ау , няма го кучето !","Ау , няма го кучето !"
ALE,1;01.29,VEL,kyde e kucheto ?,"['kyde', 'e', 'kucheto', '?']","['kyde', 'e', 'kucheto', '?']","['kyde', 'e', 'kucheto']",3,Къде е кучето ?,"['къде', 'е', 'кучето']",Къде е кучето ?,Къде е кучето ?
ALE,1;01.29,DIM,eto go !,"['eto', 'go', '!']","['eto', 'go', '!']","['eto', 'go']",2,Ето го !,"['ето', 'го']",Ето го !,Ето го !
ALE,1;01.29,VEL,Tam ?,"['Tam', '?']","['tam', '?']",['tam'],1,Там ?,['там'],Там ?,Там ?
ALE,1;01.29,VEL,vizh kakvo dyrzhi tati ?,"['vizh', 'kakvo', 'dyrzhi', 'tati', '?']","['vizh', 'kakvo', 'dyrzhi', 'tati', '?']","['vizh', 'kakvo', 'dyrzhi', 'tati']",4,Виж какво държи тати ?,"['виж', 'какво', 'държи', 'тати']",Виж какво държи тати ?,Виж какво държи тати ?
ALE,1;01.29,DIM,bau-bau !,"['bau-bau', '!']","['bau-bau', '!']",['bau-bau'],1,Бау-бау !,['бау-бау'],Бау-бау !,Бау-бау !
ALE,1;01.29,VEL,xajde da peem !,"['xajde', 'da', 'peem', '!']","['xajde', 'da', 'peem', '!']","['xajde', 'da', 'peem']",3,Xайде да пеем !,"['xайде', 'да', 'пеем']",Xайде да пеем !,Xайде да пеем !
ALE,1;01.29,ALE,daj-daj !,"['daj-daj', '!']","['daj-daj', '!']",['daj-daj'],1,Дай-дай !,['дай-дай'],Дай-дай !,Дай-дай !
ALE,1;01.29,DIM,karaj ja da pee za pateto .,"['karaj', 'ja', 'da', 'pee', 'za', 'pateto', '.']","['karaj', 'ja', 'da', 'pee', 'za', 'pateto', '.']","['karaj', 'ja', 'da', 'pee', 'za', 'pateto']",6,Карай я да пее за патето .,"['карай', 'я', 'да', 'пее', 'за', 'патето']",Карай я да пее за патето .,Карай я да пее за патето .
ALE,1;01.29,VEL,"+"" pate, pate, patence .","['pate', ',', 'pate', ',', 'patence', '.']","['pate', ',', 'pate', ',', 'patence', '.']","['pate', 'pate', 'patence']",3,"+"" пате, пате, патенце .","['пате', 'пате', 'патенце']",""" пате , пате , патенце .",""" пате , пате , патенце ."
ALE,1;01.29,ALE,daj-daj !,"['daj-daj', '!']","['daj-daj', '!']",['daj-daj'],1,Дай-дай !,['дай-дай'],Дай-дай !,Дай-дай !
ALE,1;01.29,VEL,kakvo e tova ?,"['kakvo', 'e', 'tova', '?']","['kakvo', 'e', 'tova', '?']","['kakvo', 'e', 'tova']",3,Какво е това ?,"['какво', 'е', 'това']",Какво е това ?,Какво е това ?
ALE,1;01.29,VEL,pej za patenceto !,"['pej', 'za', 'patenceto', '!']","['pej', 'za', 'patenceto', '!']","['pej', 'za', 'patenceto']",3,Пей за патенцето !,"['пей', 'за', 'патенцето']",Пей за патенцето !,Пей за патенцето !
ALE,1;01.29,ALE,daj-daj-daj !,"['daj-daj-daj', '!']","['daj-daj-daj', '!']",['daj-daj-daj'],1,Дай-дай-дай !,['дай-дай-дай'],Дай-дай-дай !,Дай-дай-дай !
ALE,1;01.29,VEL,na .,"['na', '.']","['na', '.']",['na'],1,На .,['на'],На .,На .
ALE,1;01.29,VEL,kak vika magarenceto ?,"['kak', 'vika', 'magarenceto', '?']","['kak', 'vika', 'magarenceto', '?']","['kak', 'vika', 'magarenceto']",3,Как вика магаренцето ?,"['как', 'вика', 'магаренцето']",Как вика магаренцето ?,Как вика магаренцето ?
ALE,1;01.29,ALE,ii .,"['ii', '.']","['ii', '.']",['ii'],1,Ии .,['ии'],Ии .,Ии .
ALE,1;01.29,VEL,a patenceto ?,"['a', 'patenceto', '?']","['a', 'patenceto', '?']","['a', 'patenceto']",2,А патенцето ?,"['а', 'патенцето']",А патенцето ?,А патенцето ?
ALE,1;01.29,VEL,kyde e patenceto ?,"['kyde', 'e', 'patenceto', '?']","['kyde', 'e', 'patenceto', '?']","['kyde', 'e', 'patenceto']",3,Къде е патенцето ?,"['къде', 'е', 'патенцето']",Къде е патенцето ?,Къде е патенцето ?
ALE,1;01.29,ALE,"Mamma, mamma, maamma .","['Mamma', ',', 'mamma', ',', 'maamma', '.']","['mamma', ',', 'mamma', ',', 'maamma', '.']","['mamma', 'mamma', 'maamma']",3,"Мамма, мамма, маамма .","['мамма', 'мамма', 'маамма']","Мамма , мамма , маамма .","Мамма , мамма , маамма ."
ALE,1;01.29,VEL,"kakvo ima, mamo ?","['kakvo', 'ima', ',', 'mamo', '?']","['kakvo', 'ima', ',', 'mamo', '?']","['kakvo', 'ima', 'mamo']",3,"Какво има, мамо ?","['какво', 'има', 'мамо']","Какво има , мамо ?","Какво има , мамо ?"
ALE,1;01.29,VEL,kyde shte otiva Sasheto ?,"['kyde', 'shte', 'otiva', 'Sasheto', '?']","['kyde', 'shte', 'otiva', 'sasheto', '?']","['kyde', 'shte', 'otiva', 'sasheto']",4,Къде ще отива сашето ?,"['къде', 'ще', 'отива', 'сашето']",Къде ще отива сашето ?,Къде ще отива сашето ?
ALE,1;01.29,VEL,na titja ?,"['na', 'titja', '?']","['na', 'titja', '?']","['na', 'titja']",2,На титя ?,"['на', 'титя']",На титя ?,На титя ?
ALE,1;01.29,VEL,"+"" pate .","['pate', '.']","['pate', '.']",['pate'],1,"+"" пате .",['пате'],""" пате .",""" пате ."
ALE,1;01.29,VEL,"pej, mamo !","['pej', ',', 'mamo', '!']","['pej', ',', 'mamo', '!']","['pej', 'mamo']",2,"Пей, мамо !","['пей', 'мамо']","Пей , мамо !","Пей , мамо !"
ALE,1;01.29,ALE,a mo mo .,"['a', 'mo', 'mo', '.']","['a', 'mo', 'mo', '.']","['a', 'mo', 'mo']",3,А мо мо .,"['а', 'мо', 'мо']",А мо мо .,А мо мо .
ALE,1;01.29,VEL,xajde da chete deteto !,"['xajde', 'da', 'chete', 'deteto', '!']","['xajde', 'da', 'chete', 'deteto', '!']","['xajde', 'da', 'chete', 'deteto']",4,Xайде да чете детето !,"['xайде', 'да', 'чете', 'детето']",Xайде да чете детето !,Xайде да чете детето !
ALE,1;01.29,VEL,vizh kakva knizhka !,"['vizh', 'kakva', 'knizhka', '!']","['vizh', 'kakva', 'knizhka', '!']","['vizh', 'kakva', 'knizhka']",3,Виж каква книжка !,"['виж', 'каква', 'книжка']",Виж каква книжка !,Виж каква книжка !
ALE,1;01.29,VEL,kakvo ima tuka mamo ?,"['kakvo', 'ima', 'tuka', 'mamo', '?']","['kakvo', 'ima', 'tuka', 'mamo', '?']","['kakvo', 'ima', 'tuka', 'mamo']",4,Какво има тука мамо ?,"['какво', 'има', 'тука', 'мамо']",Какво има тука мамо ?,Какво има тука мамо ?
ALE,1;01.29,VEL,ja da vidim !,"['ja', 'da', 'vidim', '!']","['ja', 'da', 'vidim', '!']","['ja', 'da', 'vidim']",3,Я да видим !,"['я', 'да', 'видим']",Я да видим !,Я да видим !
ALE,1;01.29,VEL,koj e tuka ?,"['koj', 'e', 'tuka', '?']","['koj', 'e', 'tuka', '?']","['koj', 'e', 'tuka']",3,Кой е тука ?,"['кой', 'е', 'тука']",Кой е тука ?,Кой е тука ?
ALE,1;01.29,VEL,koj ?,"['koj', '?']","['koj', '?']",['koj'],1,Кой ?,['кой'],Кой ?,Кой ?
ALE,1;01.29,VEL,ajde da chetem !,"['ajde', 'da', 'chetem', '!']","['ajde', 'da', 'chetem', '!']","['ajde', 'da', 'chetem']",3,Айде да четем !,"['айде', 'да', 'четем']",Айде да четем !,Айде да четем !
ALE,1;01.29,VEL,da otvorim knizhkata !,"['da', 'otvorim', 'knizhkata', '!']","['da', 'otvorim', 'knizhkata', '!']","['da', 'otvorim', 'knizhkata']",3,Да отворим книжката !,"['да', 'отворим', 'книжката']",Да отворим книжката !,Да отворим книжката !
ALE,1;01.29,VEL,"au, djado !","['au', ',', 'djado', '!']","['au', ',', 'djado', '!']","['au', 'djado']",2,"Ау, дядо !","['ау', 'дядо']","Ау , дядо !","Ау , дядо !"
ALE,1;01.29,VEL,majmunka .,"['majmunka', '.']","['majmunka', '.']",['majmunka'],1,Маймунка .,['маймунка'],Маймунка .,Маймунка .
ALE,1;01.29,VEL,kaka .,"['kaka', '.']","['kaka', '.']",['kaka'],1,Кака .,['кака'],Кака .,Кака .
ALE,1;01.29,VEL,koj e tuka ?,"['koj', 'e', 'tuka', '?']","['koj', 'e', 'tuka', '?']","['koj', 'e', 'tuka']",3,Кой е тука ?,"['кой', 'е', 'тука']",Кой е тука ?,Кой е тука ?
ALE,1;01.29,VEL,kukurigu .,"['kukurigu', '.']","['kukurigu', '.']",['kukurigu'],1,Кукуригу .,['кукуригу'],Кукуригу .,Кукуригу .
ALE,1;01.29,VEL,puf-paf .,"['puf-paf', '.']","['puf-paf', '.']",['puf-paf'],1,Пуф-паф .,['пуф-паф'],Пуф-паф .,Пуф-паф .
ALE,1;01.29,VEL,koj e puf-paf ?,"['koj', 'e', 'puf-paf', '?']","['koj', 'e', 'puf-paf', '?']","['koj', 'e', 'puf-paf']",3,Кой е пуф-паф ?,"['кой', 'е', 'пуф-паф']",Кой е пуф-паф ?,Кой е пуф-паф ?
ALE,1;01.29,ALE,bau-bau .,"['bau-bau', '.']","['bau-bau', '.']",['bau-bau'],1,Бау-бау .,['бау-бау'],Бау-бау .,Бау-бау .
ALE,1;01.29,VEL,bau .,"['bau', '.']","['bau', '.']",['bau'],1,Бау .,['бау'],Бау .,Бау .
ALE,1;01.29,VEL,da .,"['da', '.']","['da', '.']",['da'],1,Да .,['да'],Да .,Да .
ALE,1;01.29,VEL,a tuka koj e ?,"['a', 'tuka', 'koj', 'e', '?']","['a', 'tuka', 'koj', 'e', '?']","['a', 'tuka', 'koj', 'e']",4,А тука кой е ?,"['а', 'тука', 'кой', 'е']",А тука кой е ?,А тука кой е ?
ALE,1;01.29,VEL,koj ?,"['koj', '?']","['koj', '?']",['koj'],1,Кой ?,['кой'],Кой ?,Кой ?
ALE,1;01.29,ALE,eto .,"['eto', '.']","['eto', '.']",['eto'],1,Ето .,['ето'],Ето .,Ето .
ALE,1;01.29,VEL,eto ?,"['eto', '?']","['eto', '?']",['eto'],1,Ето ?,['ето'],Ето ?,Ето ?
ALE,1;01.29,VEL,koj e tuka ?,"['koj', 'e', 'tuka', '?']","['koj', 'e', 'tuka', '?']","['koj', 'e', 'tuka']",3,Кой е тука ?,"['кой', 'е', 'тука']",Кой е тука ?,Кой е тука ?
ALE,1;01.29,VEL,kaka papa .,"['kaka', 'papa', '.']","['kaka', 'papa', '.']","['kaka', 'papa']",2,Кака папа .,"['кака', 'папа']",Кака папа .,Кака папа .
